entry_id,country,source_title,excerpt,geo_location,water_source,sanitation_type,sector,gender,age_group,income_level,infrastructure_type,population_density,climate_zone,year,organization,source_type,special_needs_group,severity,water_color,water_clarity,water_odor,recent_rain,nearby_activities,nearby_infrastructure,vegetation_near_source,waste_disposal_nearby,animal_access,water_flow_rate
c294681b-56d8-49f1-bf94-a4e6a2a07c4f,Nepal,Role debate occur person cultural investment middle.,"A comprehensive report issued by the agency noted that efforts to distribute water purification tablets have been inconsistent and poorly coordinated. Without immediate action, the risk to vulnerable groups remains elevated.",8.558654,River,Flush Toilet,Agriculture,Female,Youth,Middle,Refugee Camp,Dense,Tropical,2017,WHO,Gov Report,Disabled,Unsafe,clear,clear,none,no,mining,none,sparse,none,yes,slow
9ef524d7-89ea-4967-8f77-0c35b9ae08ff,India,Medical this light all might expert easy.,A comprehensive report issued by the agency noted that groundwater levels have dropped significantly due to prolonged drought conditions. Infrastructure upgrades are necessary to ensure consistent clean water delivery.,35.9069355,Well,Composting Toilet,Education,Female,Elderly,High,Peri-Urban,Dense,Arid,2016,Water.org,Academic Paper,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
039f0c6d-cffd-4b1f-800d-873237793864,DR Congo,Somebody threat individual sense admit.,"According to recent field observations, chlorination units have not been functional for the past three months. Resource allocation should prioritize rehabilitation of water systems and proper drainage.",29.202833,Piped Water,Pit Latrine,Public Infrastructure,Male,Child,Middle,Peri-Urban,Sparse,Tropical,2018,WHO,Field Survey,Elderly,Unsafe,green,clear,chemical,no,farming,sewage lines,lush,open dumping,yes,slow
9bcce9c0-b1de-47f6-830f-2966d0362764,Ethiopia,Bill my most scene administration big.,"Field workers have documented that improper disposal of greywater has compounded the risk of disease outbreaks. Without immediate action, the risk to vulnerable groups remains elevated.",81.629844,Rainwater,Flush Toilet,Health,Male,Elderly,Low,Rural Village,Dense,Tropical,2024,Red Cross,NGO Report,Children Under 5,Unsafe,clear,cloudy,none,no,none,none,dead,managed sites,no,stagnant
8be32436-c609-4eed-a691-38acd0e323b1,Uganda,Agent game interview for receive service face save.,Field workers have documented that groundwater levels have dropped significantly due to prolonged drought conditions. Infrastructure upgrades are necessary to ensure consistent clean water delivery.,-73.916758,Protected Spring,Pit Latrine,Agriculture,Female,Youth,High,Rural Village,Dense,Semi-Arid,2017,Save the Children,Field Survey,Elderly,Unsafe,brown,cloudy,chemical,no,mining,none,lush,managed sites,yes,slow
a732eb75-3532-45ce-ba8f-2c7d4458a9af,Kenya,Be center evidence like challenge we tonight.,"According to joint analysis from stakeholders, chlorination units have not been functional for the past three months. Infrastructure upgrades are necessary to ensure consistent clean water delivery.",-23.0989435,Protected Spring,Composting Toilet,Education,Male,Child,High,Urban Slum,Dense,Tropical,2018,WHO,NGO Report,Disabled,Unsafe,brown,cloudy,sewage,no,sewage treatment,none,sparse,open dumping,yes,flowing
ea57bdd3-277c-480e-982a-06a2ec26397c,Nigeria,Indeed eye well understand sister far they front.,Water availability remains a key concern where efforts to distribute water purification tablets have been inconsistent and poorly coordinated. Infrastructure upgrades are necessary to ensure consistent clean water delivery.,89.1798175,Protected Spring,Composting Toilet,Education,Female,Child,Middle,Rural Village,Medium,Semi-Arid,2020,UNICEF,Field Survey,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
f655444d-9431-42d7-a284-64af38ba684d,Nigeria,Image against traditional effect.,"According to recent field observations, waste management systems are severely underdeveloped in these settlements. Local authorities are urged to scale up hygiene education campaigns.",-9.289124,River,Composting Toilet,Health,Female,Adult,Middle,Urban Slum,Sparse,Semi-Arid,2018,Red Cross,NGO Report,Children Under 5,Unsafe,clear,clear,none,no,none,sewage lines,lush,managed sites,no,stagnant
7d49d95c-c784-4c92-83ea-601ff7f2338a,Nigeria,Clearly where rule water thing sense in head.,"The latest sanitation review indicated that improper disposal of greywater has compounded the risk of disease outbreaks. Without immediate action, the risk to vulnerable groups remains elevated.",-36.9372885,Piped Water,Flush Toilet,Education,Male,Adult,Middle,Peri-Urban,Medium,Tropical,2024,Red Cross,Field Survey,Disabled,Unsafe,green,clear,chemical,no,none,waste facilities,lush,managed sites,yes,flowing
805dc2d0-fba9-4286-9fa9-36e05a6dc108,Haiti,Bring issue over themselves room.,"In the most affected zones, untreated sewage has leaked into open water channels, raising contamination risks. Without immediate action, the risk to vulnerable groups remains elevated.",-59.860304,Protected Spring,Open Defecation,Health,Male,Youth,Middle,Refugee Camp,Medium,Tropical,2019,Water.org,Gov Report,Disabled,Unsafe,brown,clear,sewage,yes,farming,sewage lines,lush,open dumping,no,slow
3596fcaa-b22a-4e38-bf26-d68eb07ca326,India,None both when center method each mother.,"Water availability remains a key concern where groundwater levels have dropped significantly due to prolonged drought conditions. Without immediate action, the risk to vulnerable groups remains elevated.",22.27492,Truck Delivery,Pit Latrine,Education,Male,Youth,High,Urban Slum,Sparse,Temperate,2015,WHO,Gov Report,Pregnant Women,Unsafe,clear,clear,sewage,no,none,waste facilities,sparse,none,no,slow
d29ea0d5-912e-4d49-bb30-03017daea561,India,Lead manager edge worry.,Field workers have documented that chlorination units have not been functional for the past three months. Urgent interventions are recommended to mitigate the spread of waterborne diseases.,32.250954,Truck Delivery,Flush Toilet,Health,Male,Youth,Middle,Refugee Camp,Medium,Tropical,2022,Save the Children,NGO Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
5e2e33d0-e8cd-4f7f-9468-5a798bfa7bd8,Uganda,Mouth goal myself although dark at house.,"A comprehensive report issued by the agency noted that efforts to distribute water purification tablets have been inconsistent and poorly coordinated. Without immediate action, the risk to vulnerable groups remains elevated.",29.260549,Piped Water,Open Defecation,Public Infrastructure,Male,Adult,High,Refugee Camp,Dense,Semi-Arid,2015,Water.org,Field Survey,Elderly,Unsafe,murky,clear,sewage,no,sewage treatment,sewage lines,sparse,none,no,slow
ddb2bedf-a34a-4d99-aa9f-1e7cfbf04b8a,India,Trouble player government others truth prove about.,"Field workers have documented that access to potable water is limited to a few hours each day, with unreliable quality. Urgent interventions are recommended to mitigate the spread of waterborne diseases.",53.6632715,Well,Open Defecation,Public Infrastructure,Male,Adult,High,Rural Village,Medium,Tropical,2022,Save the Children,Academic Paper,None,Unsafe,green,turbid,sewage,no,farming,sewage lines,lush,open dumping,yes,stagnant
3014ba13-7902-4910-978e-84b354dda4d1,Ethiopia,Both seven break yard east human about wide.,"Health inspectors on site found that untreated sewage has leaked into open water channels, raising contamination risks. Local authorities are urged to scale up hygiene education campaigns.",87.241756,River,Pit Latrine,Health,Female,Child,High,Urban Slum,Medium,Arid,2018,UNICEF,Field Survey,None,Unsafe,green,clear,chemical,no,sewage treatment,waste facilities,dead,managed sites,yes,flowing
89035989-a0b4-4b3e-b6b0-4bff81d1a822,India,Leg commercial hear thing.,Field workers have documented that improper disposal of greywater has compounded the risk of disease outbreaks. Urgent interventions are recommended to mitigate the spread of waterborne diseases.,-55.464824,Truck Delivery,Composting Toilet,Agriculture,Male,Youth,High,Peri-Urban,Sparse,Semi-Arid,2019,Water.org,NGO Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
13aa17c6-bd0d-4962-9a54-995de38b7a90,India,Scene second change.,"A comprehensive report issued by the agency noted that latrines are shared by over 50 individuals, creating sanitation bottlenecks. Local authorities are urged to scale up hygiene education campaigns.",48.5839205,Truck Delivery,Flush Toilet,Health,Male,Adult,Low,Rural Village,Dense,Semi-Arid,2019,UNICEF,NGO Report,None,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
71563689-213b-493a-8415-5bcec7e81587,DR Congo,Leg citizen often phone above employee them back.,"The latest sanitation review indicated that waste management systems are severely underdeveloped in these settlements. Without immediate action, the risk to vulnerable groups remains elevated.",38.7218205,Rainwater,Composting Toilet,Health,Male,Elderly,Middle,Rural Village,Sparse,Semi-Arid,2018,Red Cross,Academic Paper,Children Under 5,Unsafe,brown,clear,none,yes,mining,waste facilities,dead,open dumping,yes,flowing
4f902ff1-62b0-4c0d-9a76-cb29cf5c523c,Uganda,Yeah region along without start trip save.,"A comprehensive report issued by the agency noted that groundwater levels have dropped significantly due to prolonged drought conditions. Without immediate action, the risk to vulnerable groups remains elevated.",-28.3476825,Rainwater,Flush Toilet,Agriculture,Male,Youth,High,Peri-Urban,Medium,Arid,2019,Save the Children,NGO Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
cd478a0e-4223-4d68-80ba-93b572529109,Somalia,Whom available firm action use.,"In the most affected zones, groundwater levels have dropped significantly due to prolonged drought conditions. Without immediate action, the risk to vulnerable groups remains elevated.",52.1176775,Protected Spring,Open Defecation,Agriculture,Male,Adult,High,Refugee Camp,Medium,Temperate,2018,Save the Children,NGO Report,Children Under 5,Unsafe,brown,turbid,chemical,no,none,sewage lines,sparse,open dumping,no,slow
67c170d7-2a57-48cb-86ea-19c94d2ed2ae,Nigeria,Toward me resource away.,"The latest sanitation review indicated that untreated sewage has leaked into open water channels, raising contamination risks. Resource allocation should prioritize rehabilitation of water systems and proper drainage.",68.1931245,Well,Open Defecation,Education,Female,Youth,Middle,Urban Slum,Medium,Arid,2016,Red Cross,Academic Paper,None,Unsafe,green,cloudy,chemical,yes,mining,none,sparse,managed sites,yes,stagnant
13aa17c6-bd0d-4962-9a54-995de38b7a90,India,Scene second change.,"A comprehensive report issued by the agency noted that latrines are shared by over 50 individuals, creating sanitation bottlenecks. Local authorities are urged to scale up hygiene education campaigns.",48.5839205,Truck Delivery,Flush Toilet,Health,Male,Adult,Low,Rural Village,Dense,Semi-Arid,2019,UNICEF,NGO Report,None,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
0ab779d8-e982-422a-8510-041cf0d455f1,Somalia,City great magazine quality heart best.,"Water availability remains a key concern where access to potable water is limited to a few hours each day, with unreliable quality. Urgent interventions are recommended to mitigate the spread of waterborne diseases.",58.480093,Piped Water,Pit Latrine,Public Infrastructure,Female,Child,Middle,Refugee Camp,Sparse,Tropical,2020,UNICEF,Gov Report,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
93cd3018-2c81-4e45-9ade-54d38e432c03,Nigeria,Not fine machine back dark.,"According to joint analysis from stakeholders, groundwater levels have dropped significantly due to prolonged drought conditions. Local authorities are urged to scale up hygiene education campaigns.",-71.3121325,Protected Spring,Composting Toilet,Health,Female,Elderly,Low,Refugee Camp,Sparse,Arid,2025,Red Cross,Gov Report,None,Unsafe,brown,cloudy,sewage,no,none,sewage lines,dead,open dumping,no,stagnant
239a108c-8ed2-48ae-9600-83a0502d5b37,Bangladesh,Remain national thought plant great allow.,"According to recent field observations, latrines are shared by over 50 individuals, creating sanitation bottlenecks. Urgent interventions are recommended to mitigate the spread of waterborne diseases.",81.0938735,River,Open Defecation,Public Infrastructure,Male,Youth,Low,Refugee Camp,Medium,Temperate,2017,UNICEF,Gov Report,Elderly,Unsafe,green,clear,sewage,no,farming,waste facilities,sparse,open dumping,no,stagnant
49213436-18a8-4374-be36-45b0d81d6a89,Somalia,Animal sport enter method.,Field workers have documented that efforts to distribute water purification tablets have been inconsistent and poorly coordinated. Infrastructure upgrades are necessary to ensure consistent clean water delivery.,33.3813125,Borehole,Open Defecation,Education,Male,Youth,Low,Rural Village,Medium,Semi-Arid,2022,Red Cross,Gov Report,Pregnant Women,Unsafe,brown,turbid,chemical,yes,mining,waste facilities,lush,open dumping,yes,slow
ad89c940-a5b1-467c-a49a-c783bc3f6b92,Ethiopia,True hold lead event argue worry beyond.,Field workers have documented that improper disposal of greywater has compounded the risk of disease outbreaks. Infrastructure upgrades are necessary to ensure consistent clean water delivery.,-36.8438515,Protected Spring,Open Defecation,Public Infrastructure,Female,Youth,High,Peri-Urban,Dense,Temperate,2018,UNICEF,Academic Paper,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
608cf6d1-384b-4d3e-add9-0d2850bdd1e9,Haiti,Table daughter but think cultural natural born.,"In the most affected zones, efforts to distribute water purification tablets have been inconsistent and poorly coordinated. Local authorities are urged to scale up hygiene education campaigns.",-76.308685,River,Composting Toilet,Health,Female,Child,High,Urban Slum,Dense,Arid,2015,UNICEF,NGO Report,Elderly,Unsafe,brown,turbid,none,yes,none,none,lush,managed sites,yes,slow
5c824e29-42e5-4bba-9b7d-3aae6b1a17e0,Somalia,Beautiful federal line threat entire action thank chair.,"The latest sanitation review indicated that untreated sewage has leaked into open water channels, raising contamination risks. Local authorities are urged to scale up hygiene education campaigns.",66.247793,Rainwater,Flush Toilet,Health,Male,Youth,High,Refugee Camp,Dense,Temperate,2019,Save the Children,Academic Paper,None,Unsafe,green,clear,sewage,no,sewage treatment,none,lush,open dumping,no,slow
c6e68140-e14e-45ff-adc0-d185ea3460ae,Bangladesh,Law sound middle medical.,"According to joint analysis from stakeholders, access to potable water is limited to a few hours each day, with unreliable quality. Resource allocation should prioritize rehabilitation of water systems and proper drainage.",-9.0637765,River,Pit Latrine,Health,Male,Youth,High,Refugee Camp,Sparse,Tropical,2025,Save the Children,Academic Paper,Elderly,Unsafe,clear,cloudy,none,no,sewage treatment,none,dead,managed sites,yes,flowing
98067ce9-7b08-4f6e-acff-361453606100,Bangladesh,Any last personal election.,"In the most affected zones, untreated sewage has leaked into open water channels, raising contamination risks. Resource allocation should prioritize rehabilitation of water systems and proper drainage.",-57.77563,Borehole,Open Defecation,Agriculture,Male,Adult,High,Refugee Camp,Dense,Arid,2020,Save the Children,Field Survey,Elderly,Unsafe,murky,turbid,none,yes,farming,sewage lines,sparse,managed sites,no,flowing
822839d4-2b69-439a-bb8d-39a07c2334c0,Uganda,Rather chair I better year special debate.,"According to joint analysis from stakeholders, latrines are shared by over 50 individuals, creating sanitation bottlenecks. Infrastructure upgrades are necessary to ensure consistent clean water delivery.",29.9479045,Protected Spring,Open Defecation,Health,Male,Adult,Low,Rural Village,Dense,Temperate,2015,WHO,Gov Report,None,Unsafe,clear,turbid,none,yes,farming,waste facilities,lush,none,no,slow
8439ee50-761a-44e9-a0c4-785140515934,Haiti,Close laugh skill heavy.,"According to recent field observations, groundwater levels have dropped significantly due to prolonged drought conditions. Resource allocation should prioritize rehabilitation of water systems and proper drainage.",83.194241,Protected Spring,Flush Toilet,Health,Female,Adult,High,Urban Slum,Dense,Arid,2020,Water.org,Gov Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
acd2ef9d-abbb-41da-92d2-c16f7a463451,Nepal,Knowledge leave already during reason away former.,"In the most affected zones, untreated sewage has leaked into open water channels, raising contamination risks. Urgent interventions are recommended to mitigate the spread of waterborne diseases.",21.1585455,Piped Water,Flush Toilet,Public Infrastructure,Male,Elderly,Low,Urban Slum,Sparse,Semi-Arid,2021,Water.org,Gov Report,Children Under 5,Unsafe,murky,turbid,chemical,no,none,sewage lines,sparse,managed sites,yes,slow
1e22434d-a7db-40e3-ab35-dc9601986af4,Kenya,Require lay community church teacher act including suffer.,Water availability remains a key concern where groundwater levels have dropped significantly due to prolonged drought conditions. Urgent interventions are recommended to mitigate the spread of waterborne diseases.,60.589594,Piped Water,Pit Latrine,Agriculture,Male,Adult,Low,Rural Village,Medium,Tropical,2017,Water.org,Gov Report,Children Under 5,Unsafe,murky,turbid,chemical,yes,mining,none,dead,open dumping,yes,slow
ed829ced-a887-4f96-b167-9f64f44c8d2a,DR Congo,Also to early set news in.,The latest sanitation review indicated that improper disposal of greywater has compounded the risk of disease outbreaks. Infrastructure upgrades are necessary to ensure consistent clean water delivery.,-67.522464,Rainwater,Flush Toilet,Public Infrastructure,Male,Elderly,Middle,Peri-Urban,Sparse,Arid,2020,Red Cross,Field Survey,Elderly,Unsafe,murky,cloudy,none,yes,sewage treatment,none,dead,managed sites,no,flowing
8439ee50-761a-44e9-a0c4-785140515934,Haiti,Close laugh skill heavy.,"According to recent field observations, groundwater levels have dropped significantly due to prolonged drought conditions. Resource allocation should prioritize rehabilitation of water systems and proper drainage.",83.194241,Protected Spring,Flush Toilet,Health,Female,Adult,High,Urban Slum,Dense,Arid,2020,Water.org,Gov Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
3524f346-af98-4d10-b317-08271989be5e,Nepal,Each chair Republican this letter reflect husband compare.,The latest sanitation review indicated that groundwater levels have dropped significantly due to prolonged drought conditions. Local authorities are urged to scale up hygiene education campaigns.,-7.095252,Truck Delivery,Open Defecation,Agriculture,Male,Child,Low,Urban Slum,Dense,Semi-Arid,2022,Save the Children,Field Survey,None,Unsafe,green,cloudy,sewage,yes,sewage treatment,none,sparse,none,yes,stagnant
7238aaae-64d2-4e97-a49c-15b87f73923d,Uganda,Southern speech far determine board space.,"According to joint analysis from stakeholders, improper disposal of greywater has compounded the risk of disease outbreaks. Resource allocation should prioritize rehabilitation of water systems and proper drainage.",-67.5467925,Well,Flush Toilet,Education,Female,Elderly,Low,Urban Slum,Sparse,Tropical,2015,Water.org,Gov Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
a619aff8-f42c-4172-8c8f-562a9f167473,India,Live environment reflect ten girl pick.,Health inspectors on site found that efforts to distribute water purification tablets have been inconsistent and poorly coordinated. Infrastructure upgrades are necessary to ensure consistent clean water delivery.,-81.698264,Well,Composting Toilet,Health,Female,Elderly,Middle,Peri-Urban,Sparse,Tropical,2024,UNICEF,NGO Report,None,Unsafe,green,clear,sewage,yes,mining,none,lush,open dumping,yes,flowing
ba9e4aaa-bd5b-4a92-8911-7d6bfe38efbe,Nigeria,State mind save.,A comprehensive report issued by the agency noted that improper disposal of greywater has compounded the risk of disease outbreaks. Local authorities are urged to scale up hygiene education campaigns.,79.765367,Piped Water,Pit Latrine,Health,Female,Youth,Low,Urban Slum,Dense,Arid,2022,WHO,NGO Report,Disabled,Unsafe,brown,clear,sewage,no,farming,waste facilities,dead,open dumping,yes,flowing
13aa17c6-bd0d-4962-9a54-995de38b7a90,India,Scene second change.,"A comprehensive report issued by the agency noted that latrines are shared by over 50 individuals, creating sanitation bottlenecks. Local authorities are urged to scale up hygiene education campaigns.",48.5839205,Truck Delivery,Flush Toilet,Health,Male,Adult,Low,Rural Village,Dense,Semi-Arid,2019,UNICEF,NGO Report,None,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
db87c8d2-0832-4eaf-b866-3c432974de7e,Somalia,Tax price heavy position.,"According to recent field observations, chlorination units have not been functional for the past three months. Without immediate action, the risk to vulnerable groups remains elevated.",-33.752338,Rainwater,Flush Toilet,Health,Female,Child,High,Rural Village,Medium,Semi-Arid,2015,Water.org,Academic Paper,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
a7dbfbc3-342a-4d99-a7d1-8c1e40b51a18,Ethiopia,Treat be almost material new truth report.,"Field workers have documented that untreated sewage has leaked into open water channels, raising contamination risks. Urgent interventions are recommended to mitigate the spread of waterborne diseases.",15.078083,Truck Delivery,Pit Latrine,Education,Female,Adult,Low,Urban Slum,Medium,Tropical,2017,UNICEF,Field Survey,Elderly,Unsafe,green,turbid,chemical,yes,farming,none,sparse,none,no,stagnant
3f92bd16-ca0f-4960-9bbd-f9f0a775a027,Bangladesh,Management focus member high nothing.,"According to recent field observations, waste management systems are severely underdeveloped in these settlements. Without immediate action, the risk to vulnerable groups remains elevated.",-85.9433755,Protected Spring,Flush Toilet,Health,Female,Youth,Low,Rural Village,Medium,Temperate,2022,Water.org,Field Survey,Children Under 5,Unsafe,green,clear,none,no,mining,sewage lines,dead,open dumping,no,flowing
24fc867b-3c14-4ced-b71c-66267c5843b7,Nepal,Sell friend girl either.,"Water availability remains a key concern where latrines are shared by over 50 individuals, creating sanitation bottlenecks. Local authorities are urged to scale up hygiene education campaigns.",37.9346725,Piped Water,Composting Toilet,Public Infrastructure,Female,Elderly,Low,Rural Village,Medium,Arid,2016,Red Cross,Field Survey,None,Unsafe,brown,clear,chemical,no,sewage treatment,sewage lines,sparse,managed sites,no,stagnant
a0a0d256-f98f-48fb-a9b7-a3ddb348e47c,Nepal,Create hold hand door improve.,"Health inspectors on site found that untreated sewage has leaked into open water channels, raising contamination risks. Urgent interventions are recommended to mitigate the spread of waterborne diseases.",31.5942775,Truck Delivery,Flush Toilet,Public Infrastructure,Female,Child,High,Rural Village,Medium,Temperate,2017,Red Cross,Field Survey,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
d292c4c6-c265-4fed-bc6a-2a686166cac5,Nigeria,Forward player work per student build tonight.,"Health inspectors on site found that improper disposal of greywater has compounded the risk of disease outbreaks. Without immediate action, the risk to vulnerable groups remains elevated.",20.8824115,Protected Spring,Composting Toilet,Public Infrastructure,Male,Child,Middle,Urban Slum,Medium,Arid,2015,Water.org,NGO Report,None,Unsafe,brown,turbid,none,no,farming,none,lush,managed sites,no,flowing
d1373ca0-5968-4042-aa1f-cc8c406050db,DR Congo,Tonight operation against wait actually process.,"Health inspectors on site found that chlorination units have not been functional for the past three months. Without immediate action, the risk to vulnerable groups remains elevated.",34.5797585,Protected Spring,Open Defecation,Health,Male,Adult,High,Peri-Urban,Sparse,Semi-Arid,2018,Water.org,NGO Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
4e717d5b-0a66-4735-9513-f147de7de2e4,India,Free usually reflect bed.,A comprehensive report issued by the agency noted that groundwater levels have dropped significantly due to prolonged drought conditions. Resource allocation should prioritize rehabilitation of water systems and proper drainage.,71.127035,Protected Spring,Open Defecation,Health,Female,Adult,Middle,Rural Village,Dense,Arid,2018,UNICEF,Field Survey,Disabled,Unsafe,murky,clear,sewage,yes,none,waste facilities,dead,none,no,slow
7d87cb17-e88c-463a-9c63-1c473dd40661,Nigeria,Full leave ball he day.,A comprehensive report issued by the agency noted that efforts to distribute water purification tablets have been inconsistent and poorly coordinated. Local authorities are urged to scale up hygiene education campaigns.,-63.8667455,Rainwater,Open Defecation,Agriculture,Female,Adult,Low,Rural Village,Sparse,Semi-Arid,2015,Save the Children,Academic Paper,None,Unsafe,murky,cloudy,none,yes,mining,sewage lines,sparse,managed sites,yes,stagnant
40aed73e-c183-4ad1-9f69-5469452c1381,Nepal,They across base word mother skill.,Water availability remains a key concern where improper disposal of greywater has compounded the risk of disease outbreaks. Local authorities are urged to scale up hygiene education campaigns.,-72.5552435,Borehole,Flush Toilet,Health,Female,Elderly,Middle,Rural Village,Medium,Semi-Arid,2024,Red Cross,Field Survey,None,Unsafe,green,cloudy,none,no,none,none,lush,none,no,stagnant
4b04189a-025f-4e14-928c-b67b6ddc1126,Nepal,Explain level image kind smile.,"According to joint analysis from stakeholders, access to potable water is limited to a few hours each day, with unreliable quality. Without immediate action, the risk to vulnerable groups remains elevated.",80.601853,Truck Delivery,Pit Latrine,Education,Male,Adult,Middle,Refugee Camp,Medium,Temperate,2025,Save the Children,NGO Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
05ab2b21-12f1-4f4b-82a7-c793a1d9bf3f,Ethiopia,Bag mission candidate institution cut once law.,"According to joint analysis from stakeholders, waste management systems are severely underdeveloped in these settlements. Without immediate action, the risk to vulnerable groups remains elevated.",30.929745,Borehole,Open Defecation,Education,Female,Elderly,Low,Urban Slum,Sparse,Semi-Arid,2019,Save the Children,Gov Report,Elderly,Unsafe,clear,turbid,chemical,yes,farming,none,sparse,managed sites,no,stagnant
3b389fb3-0054-4959-bf27-89de0288cb0c,Ethiopia,Suffer responsibility it north want garden purpose.,Health inspectors on site found that waste management systems are severely underdeveloped in these settlements. Resource allocation should prioritize rehabilitation of water systems and proper drainage.,-52.6717375,Protected Spring,Open Defecation,Agriculture,Male,Youth,Middle,Urban Slum,Sparse,Arid,2025,UNICEF,Field Survey,None,Unsafe,brown,turbid,none,no,farming,sewage lines,lush,open dumping,yes,slow
44cd8cfd-d450-4ef2-b504-df7eeb262e10,Bangladesh,Understand both star father prove body.,"Health inspectors on site found that access to potable water is limited to a few hours each day, with unreliable quality. Local authorities are urged to scale up hygiene education campaigns.",-59.3229265,Borehole,Composting Toilet,Education,Male,Youth,Low,Urban Slum,Medium,Arid,2021,Red Cross,Gov Report,Disabled,Unsafe,clear,turbid,sewage,no,mining,none,dead,managed sites,yes,slow
53c4002d-8d56-4da7-bd45-d6b7cc1106af,India,So more then movie reduce pass low.,Health inspectors on site found that improper disposal of greywater has compounded the risk of disease outbreaks. Local authorities are urged to scale up hygiene education campaigns.,-89.7854825,Borehole,Composting Toilet,Education,Male,Elderly,Middle,Rural Village,Medium,Arid,2018,WHO,NGO Report,Elderly,Unsafe,brown,clear,sewage,yes,sewage treatment,waste facilities,sparse,open dumping,no,slow
8ec55138-a06d-402f-b1cd-7f2a6fd1256b,India,Yet away off page plan town.,"A comprehensive report issued by the agency noted that access to potable water is limited to a few hours each day, with unreliable quality. Resource allocation should prioritize rehabilitation of water systems and proper drainage.",38.0631575,Protected Spring,Pit Latrine,Health,Male,Youth,Low,Refugee Camp,Sparse,Tropical,2018,Red Cross,Academic Paper,Pregnant Women,Unsafe,clear,clear,chemical,yes,none,none,dead,managed sites,yes,flowing
512ee2f1-8437-4bdd-b4bb-883693be769f,Nigeria,Environmental third American cause.,"The latest sanitation review indicated that groundwater levels have dropped significantly due to prolonged drought conditions. Without immediate action, the risk to vulnerable groups remains elevated.",40.871663,Protected Spring,Pit Latrine,Agriculture,Male,Elderly,High,Urban Slum,Dense,Temperate,2018,Red Cross,Gov Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
7c8f704d-1d10-4662-8733-1997672b376f,Nigeria,Budget drive have energy campaign begin.,"The latest sanitation review indicated that efforts to distribute water purification tablets have been inconsistent and poorly coordinated. Without immediate action, the risk to vulnerable groups remains elevated.",-14.3816475,Piped Water,Composting Toilet,Health,Male,Adult,Middle,Rural Village,Dense,Temperate,2015,Water.org,Gov Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
44be7f8a-b401-41ab-b404-9858b92e7441,Uganda,Consider oil power across reality perform situation.,"Field workers have documented that improper disposal of greywater has compounded the risk of disease outbreaks. Without immediate action, the risk to vulnerable groups remains elevated.",36.9158225,Borehole,Open Defecation,Public Infrastructure,Female,Adult,Middle,Peri-Urban,Sparse,Semi-Arid,2015,WHO,Academic Paper,Children Under 5,Unsafe,clear,cloudy,sewage,no,none,waste facilities,lush,open dumping,no,slow
1210770c-d00a-4f90-baa8-306299c541d9,Bangladesh,Travel enough eye people specific.,"Field workers have documented that chlorination units have not been functional for the past three months. Without immediate action, the risk to vulnerable groups remains elevated.",-39.538155,Protected Spring,Flush Toilet,Education,Male,Child,High,Refugee Camp,Dense,Temperate,2021,WHO,NGO Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
60e4d661-b02e-4620-9124-8004259d19f6,Ethiopia,More send whom message part pick all.,"According to joint analysis from stakeholders, groundwater levels have dropped significantly due to prolonged drought conditions. Infrastructure upgrades are necessary to ensure consistent clean water delivery.",82.688258,Truck Delivery,Flush Toilet,Public Infrastructure,Male,Adult,Middle,Peri-Urban,Dense,Arid,2017,UNICEF,Gov Report,None,Unsafe,green,cloudy,chemical,yes,none,none,lush,managed sites,no,slow
e12e3458-227a-4f15-8ec8-a67eb7b02284,Ethiopia,Yeah blood son toward agency stop director.,"In the most affected zones, untreated sewage has leaked into open water channels, raising contamination risks. Without immediate action, the risk to vulnerable groups remains elevated.",-89.3270945,Borehole,Flush Toilet,Public Infrastructure,Female,Elderly,High,Urban Slum,Dense,Semi-Arid,2020,WHO,Academic Paper,Elderly,Unsafe,clear,cloudy,chemical,yes,none,sewage lines,lush,none,yes,slow
